qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q412841,hormone,ホルモン,Q178593,"coagulation factor III, tissue factor",組織因子,mammalian protein found in Homo sapiens,,C052493,,,,
Q309513,hormone,ホルモン,Q178593,Histamine receptor H1,ヒスタミンH1受容体,mammalian protein found in Homo sapiens,,,,,,C0034814
Q24190,hormone,ホルモン,Q178593,Neurotrophin 3,,mammalian protein found in Homo sapiens,,,,,,
Q63398,hormone,ホルモン,Q178593,Chromogranin B,,mammalian protein found in Homo sapiens,,,,,,
Q421580,hormone,ホルモン,Q178593,diphtheria toxin,ジフテリア毒素,exotoxin,,D004167,,,,C0012550
Q288797,hormone,ホルモン,Q178593,5-hydroxytryptamine receptor 1B,5-HT1B受容体,mammalian protein found in Homo sapiens,,,,,,
Q416268,hormone,ホルモン,Q178593,Solute carrier family 2 member 1,,mammalian protein found in Homo sapiens,,,,,,
Q422360,hormone,ホルモン,Q178593,secreted protein acidic and cysteine rich,,mammalian protein found in Homo sapiens,,C577241,,,,C3530142
Q58321,hormone,ホルモン,Q178593,protein kinase,プロテインキナーゼ,class of enzymes,,D011494,,,,C0033640
Q411610,hormone,ホルモン,Q178593,Neurofibromin 1,ニューロフィブロミン1,mammalian protein found in Homo sapiens,,D025542,,,,C0083725
Q210430,hormone,ホルモン,Q178593,phospholipase,ホスホリパーゼ,class of enzymes that cleave phospholipids,,D010740,,,,C0031671
Q414248,hormone,ホルモン,Q178593,Squalene epoxidase,スクアレンモノオキシゲナーゼ,mammalian protein found in Homo sapiens,,D050603,,,,C0075086
Q422358,hormone,ホルモン,Q178593,"Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",,mammalian protein found in Homo sapiens,,,,,,
Q336500,hormone,ホルモン,Q178593,Melanocyte inducing transcription factor,小眼球症関連転写因子,mammalian protein found in Homo sapiens,,,,,,
Q296209,hormone,ホルモン,Q178593,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,,mammalian protein found in Homo sapiens,,D000071480,,,,C4255227
Q422752,hormone,ホルモン,Q178593,Ceruloplasmin,セルロプラスミン,mammalian protein found in Homo sapiens,,,,,,
Q306540,hormone,ホルモン,Q178593,amylase alpha 1C,,mammalian protein found in Homo sapiens,,,,,,
Q412889,hormone,ホルモン,Q178593,Interleukin 6,インターロイキン-6,mammalian protein found in Homo sapiens,,,,,,
