qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q106685198,organ,臓器,Q24060765,homily about Archangel Raphael,,liturgical codex in Sahidic Coptic from the White Monastery in Sohag,,,,,,
Q1262096,organ,臓器,Q24060765,mink,ミンク,fur of the mink,毛皮,,,,,
Q106798997,organ,臓器,Q24060765,shoulder blade of Pelops,,miraculous body part in Greek mythology,,,,,,
Q1167149,organ,臓器,Q24060765,skunk fur,スカンク,fur of a skunk,スカンクの毛皮,,,,,
Q1262581,organ,臓器,Q24060765,hare fur,,fur of the hare,,,,,,
Q1073656,organ,臓器,Q24060765,chinchilla,チンチラ,fur of the chinchilla,毛皮,,,,,
Q810472,organ,臓器,Q24060765,bassarisk fur,バサリスク,fur of the bassarisk (Bassariscus astutus),毛皮,,,,,
Q856188,organ,臓器,Q24060765,beaver,ビーバー,skin and fur of the beaver,毛皮,,,,,
Q882848,organ,臓器,Q24060765,blue fox fur,,type of fox fur,,,,,,
Q198779,organ,臓器,Q24060765,goatskin,山羊皮,furreds skin of a goat,,,,,,
Q218052,organ,臓器,Q24060765,sable,,fur of the sable,,,,,,
Q90502889,organ,臓器,Q24060765,ATE9-1,,1.2 million year old hominid jaw fragment found in Atapuerca,,,,,,
Q125823087,organ,臓器,Q24060765,Farj,,Islamic vision about the organs involved in human reproduction,,,,,,
Q1401158,organ,臓器,Q24060765,squirrel fur,,pelt of squirrel fur skins,,,,,,
Q866017,organ,臓器,Q24060765,mink bisam,,fur of the muskrat,,,,,,
Q18629660,organ,臓器,Q24060765,ferret-badger fur,,fur of the Chinese ferret-badger,,,,,,
Q18632413,organ,臓器,Q24060765,wolverine fur,,fur of the wolverine,,,,,,
Q18632865,organ,臓器,Q24060765,wildcat fur,,fur of any of various species of wildcat,,,,,,
Q15855078,organ,臓器,Q24060765,wolf skin,オオカミの毛皮,fur of the wolf,,,,,,
Q131824220,organ,臓器,Q24060765,Velour lamb and nappa lamb furs,,,,,,,,
Q15837862,organ,臓器,Q24060765,otter,,skin and fur of the otter,,,,,,
Q15832834,organ,臓器,Q24060765,lynx,,fur of the lynx,,,,,,
Q19284071,organ,臓器,Q24060765,genet,,fur of the genet,,,,,,
Q21044741,organ,臓器,Q24060765,civet,,fur of the civet,,,,,,
Q16854591,organ,臓器,Q24060765,marten,,fur of various species of marten,,,,,,
Q16855447,organ,臓器,Q24060765,opossum fur,,fur of the American opossum,,,,,,
Q2915535,organ,臓器,Q24060765,tachash,,"biblical animal, usually identified with a dugong or porpoise",,,,,,
Q29559758,organ,臓器,Q24060765,fox fur,,fur of any species of fox (Vulpes),,,,,,
Q19286392,organ,臓器,Q24060765,jaguar fur,,fur of the jaguar,,,,,,
